backend,num_procs,64,128,256,512,1024,2048,4096,8192
mpi,2,0.005336333,0.009214,0.001487,0.002715,0.005648667,0.010272667,0.002,0.003605667
mpi,4,0.013579667,0.027155667,0.004896667,0.007405,0.013171333,0.023020333,0.004196667,0.009004
mpi,8,0.044047333,0.067331667,0.013490333,0.019971667,0.034714667,0.061419333,0.009801,0.020779
serial,1,0.000338667,0.000746333,0.000162667,0.000338,0.000769,0.001641333,0.000454667,0.001135
