进程数/矩阵规模,128,256,512,1024,2048
1,0.001157,0.011332,0.117360,0.972790,21.506175
2,0.002913,0.007948,0.064350,0.670160,20.784326
4,0.002235,0.006680,0.041369,0.488009,13.561145
8,0.001808,0.010139,0.045992,0.520265,10.541986
16,0.003755,0.009966,0.060795,0.661747,10.192804
