version,threads,1000000,2000000,4000000,8000000,16000000,32000000,64000000,128000000
v1_local_sum,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
v1_local_sum,2,1.4087128616525904,1.2869114527435213,1.615467413216486,1.6072771161208,1.6609840523567225,0.9864534162216042,1.0401970481583696,0.8193773482378403
v1_local_sum,4,0.9259314649480231,1.0529821510555175,1.0540064860372735,1.2726969447528105,1.28098133364075,1.0490873839002077,0.9186315429356384,0.8967160706558371
v1_local_sum,8,0.503138684788342,0.6074904109246743,0.8454460156651437,0.817264028438397,1.0018391443867385,0.7156294073527727,0.7758052971678101,0.3036282508313993
v1_local_sum,16,0.22378728662828126,0.1849601838382978,0.37673506091665054,0.43588747260352984,0.4860634100622445,0.38549938818348484,0.3610775458110003,0.36406585231129435
v2_mutex_shared_sum,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
v2_mutex_shared_sum,2,0.8427403132655068,0.9422365518411675,0.9963225811684363,0.9989455809749551,0.9830523991981528,1.0324615004821476,1.181900312916557,1.1966334316037108
v2_mutex_shared_sum,4,0.7050322920834845,0.8300627341481233,0.9172268060481614,0.9194153865365902,0.8306809484225834,0.9855196112297913,1.1127799636359794,1.059025313879346
v2_mutex_shared_sum,8,0.330799187950505,0.4243786669218724,0.4844574012112264,0.4544591608986447,0.6931534578382993,0.7137179051061266,0.8291964044532371,0.847130331822189
v2_mutex_shared_sum,16,0.2153096919640206,0.21730884414859583,0.28015738492162684,0.27117429026757917,0.3325505943093969,0.3630016175350663,0.4234345137253343,0.3092181349426147
